Mes,Zonal,Provincia,Sucursal,Oficina,Tipo de cuenta,Saldo,No Cuentas,No Clientes
mar-17,ZONAL IBARRA,ESMERALDAS,ESMERALDAS,QUININDE (AG.),Ahorro,6297647.72,29646,29418
mar-17,ZONAL IBARRA,ESMERALDAS,ESMERALDAS,QUININDE (AG.),Corriente,467317.05,372,371
mar-17,ZONAL IBARRA,ESMERALDAS,ESMERALDAS,QUININDE (AG.),DPF,920942.90,74,72
mar-17,ZONAL IBARRA,ESMERALDAS,ESMERALDAS,SAN LORENZO (AG.),Ahorro,1838222.41,12655,12529
mar-17,ZONAL IBARRA,ESMERALDAS,ESMERALDAS,SAN LORENZO (AG.),Corriente,359333.31,224,216
mar-17,ZONAL IBARRA,ESMERALDAS,ESMERALDAS,SAN LORENZO (AG.),DPF,284771.70,52,51
mar-17,ZONAL IBARRA,IMBABURA,IBARRA,ATUNTAQUI (AG.),Ahorro,349074.80,1453,1441
mar-17,ZONAL IBARRA,IMBABURA,IBARRA,ATUNTAQUI (AG.),Corriente,159623.62,61,61
mar-17,ZONAL IBARRA,IMBABURA,IBARRA,ATUNTAQUI (AG.),DPF,129687.23,36,35
mar-17,ZONAL IBARRA,IMBABURA,IBARRA,COTACACHI (AG.),Ahorro,896568.22,5218,5189
mar-17,ZONAL IBARRA,IMBABURA,IBARRA,COTACACHI (AG.),Corriente,173801.89,66,63
mar-17,ZONAL IBARRA,IMBABURA,IBARRA,COTACACHI (AG.),DPF,217814.00,30,26
mar-17,ZONAL IBARRA,IMBABURA,IBARRA,IBARRA,Ahorro,6579141.80,18554,18354
mar-17,ZONAL IBARRA,IMBABURA,IBARRA,IBARRA,Corriente,873642.52,313,313
mar-17,ZONAL IBARRA,IMBABURA,IBARRA,IBARRA,DPF,1059161.02,95,87
mar-17,ZONAL IBARRA,IMBABURA,IBARRA,OTAVALO,Ahorro,2729031.69,12991,12925
mar-17,ZONAL IBARRA,IMBABURA,IBARRA,OTAVALO,Corriente,209370.93,185,185
mar-17,ZONAL IBARRA,IMBABURA,IBARRA,OTAVALO,DPF,1053918.85,81,80
mar-17,ZONAL IBARRA,IMBABURA,IBARRA,PIMAMPIRO (AG.),Ahorro,285638.30,1570,1566
mar-17,ZONAL IBARRA,IMBABURA,IBARRA,PIMAMPIRO (AG.),Corriente,886287.89,42,41
mar-17,ZONAL IBARRA,IMBABURA,IBARRA,PIMAMPIRO (AG.),DPF,76711.00,21,20
mar-17,ZONAL IBARRA,SUCUMBIOS,LAGO AGRIO,LAGO AGRIO,Ahorro,9881452.11,31883,31725
mar-17,ZONAL IBARRA,SUCUMBIOS,LAGO AGRIO,LAGO AGRIO,Corriente,1461981.35,444,441
mar-17,ZONAL IBARRA,SUCUMBIOS,LAGO AGRIO,LAGO AGRIO,DPF,2231888.35,84,81
mar-17,ZONAL IBARRA,SUCUMBIOS,LAGO AGRIO,LUMBAQUI,Ahorro,496640.33,2258,2258
mar-17,ZONAL IBARRA,SUCUMBIOS,LAGO AGRIO,LUMBAQUI,Corriente,108444.37,49,49
mar-17,ZONAL IBARRA,SUCUMBIOS,LAGO AGRIO,LUMBAQUI,DPF,311231.13,44,41
mar-17,ZONAL IBARRA,SUCUMBIOS,LAGO AGRIO,PUTUMAYO (AG.),Ahorro,930285.08,4039,4029
mar-17,ZONAL IBARRA,SUCUMBIOS,LAGO AGRIO,PUTUMAYO (AG.),Corriente,20971.70,24,24
mar-17,ZONAL IBARRA,SUCUMBIOS,LAGO AGRIO,PUTUMAYO (AG.),DPF,22000.00,1,1
mar-17,ZONAL IBARRA,SUCUMBIOS,LAGO AGRIO,SHUSHUFINDI (AG.),Ahorro,7462497.32,17648,17481
mar-17,ZONAL IBARRA,SUCUMBIOS,LAGO AGRIO,SHUSHUFINDI (AG.),Corriente,622201.88,255,254
mar-17,ZONAL IBARRA,SUCUMBIOS,LAGO AGRIO,SHUSHUFINDI (AG.),DPF,1296220.24,79,74
mar-17,ZONAL IBARRA,SUCUMBIOS,LAGO AGRIO,TARAPOA (OE.),Ahorro,538409.07,1827,1822
mar-17,ZONAL IBARRA,SUCUMBIOS,LAGO AGRIO,TARAPOA (OE.),Corriente,34336.30,24,24
mar-17,ZONAL IBARRA,SUCUMBIOS,LAGO AGRIO,TARAPOA (OE.),DPF,144933.20,28,27
mar-17,ZONAL LOJA,EL ORO,MACHALA,ARENILLAS (AG.),Ahorro,3457054.19,12364,12334
mar-17,ZONAL LOJA,EL ORO,MACHALA,ARENILLAS (AG.),Corriente,324628.00,197,197
mar-17,ZONAL LOJA,EL ORO,MACHALA,ARENILLAS (AG.),DPF,795650.00,44,42
mar-17,ZONAL LOJA,EL ORO,MACHALA,HUAQUILLAS (OE.),Ahorro,1494954.59,7298,7298
mar-17,ZONAL LOJA,EL ORO,MACHALA,HUAQUILLAS (OE.),Corriente,141369.06,99,99
mar-17,ZONAL LOJA,EL ORO,MACHALA,HUAQUILLAS (OE.),DPF,204630.00,15,15
mar-17,ZONAL LOJA,EL ORO,MACHALA,MACHALA,Ahorro,3833738.88,28566,28457
mar-17,ZONAL LOJA,EL ORO,MACHALA,MACHALA,Corriente,1123399.20,481,478
mar-17,ZONAL LOJA,EL ORO,MACHALA,MACHALA,DPF,1056357.64,62,61
mar-17,ZONAL LOJA,EL ORO,MACHALA,MARCABELI (OE.),Ahorro,993346.88,3049,3020
mar-17,ZONAL LOJA,EL ORO,MACHALA,MARCABELI (OE.),Corriente,263639.47,100,100
mar-17,ZONAL LOJA,EL ORO,MACHALA,MARCABELI (OE.),DPF,398579.00,40,39
mar-17,ZONAL LOJA,EL ORO,MACHALA,PINAS (AG.),Ahorro,2911649.29,5832,5818
mar-17,ZONAL LOJA,EL ORO,MACHALA,PINAS (AG.),Corriente,164087.10,76,76
mar-17,ZONAL LOJA,EL ORO,MACHALA,PINAS (AG.),DPF,1427893.18,86,76
mar-17,ZONAL LOJA,EL ORO,MACHALA,SANTA ROSA (AG.),Ahorro,2046314.37,10596,10489
mar-17,ZONAL LOJA,EL ORO,MACHALA,SANTA ROSA (AG.),Corriente,220713.21,316,306
mar-17,ZONAL LOJA,EL ORO,MACHALA,SANTA ROSA (AG.),DPF,383208.45,33,30
mar-17,ZONAL LOJA,EL ORO,MACHALA,ZARUMA (AG.),Ahorro,1544608.99,6873,6833
mar-17,ZONAL LOJA,EL ORO,MACHALA,ZARUMA (AG.),Corriente,703749.99,101,101
mar-17,ZONAL LOJA,EL ORO,MACHALA,ZARUMA (AG.),DPF,1362857.00,79,71
mar-17,ZONAL LOJA,LOJA,LOJA,ALAMOR,Ahorro,2359051.03,6592,6526
mar-17,ZONAL LOJA,LOJA,LOJA,ALAMOR,Corriente,119614.22,74,74
mar-17,ZONAL LOJA,LOJA,LOJA,ALAMOR,DPF,618476.02,61,55
mar-17,ZONAL LOJA,LOJA,LOJA,CARIAMANGA,Ahorro,1944392.10,9351,9304
mar-17,ZONAL LOJA,LOJA,LOJA,CARIAMANGA,Corriente,368385.72,116,116
mar-17,ZONAL LOJA,LOJA,LOJA,CARIAMANGA,DPF,886563.80,55,54
mar-17,ZONAL LOJA,LOJA,LOJA,CATACOCHA (AG.),Ahorro,1532798.97,5880,5861
mar-17,ZONAL LOJA,LOJA,LOJA,CATACOCHA (AG.),Corriente,175581.42,57,52
mar-17,ZONAL LOJA,LOJA,LOJA,CATACOCHA (AG.),DPF,341205.93,31,30
mar-17,ZONAL LOJA,LOJA,LOJA,CATAMAYO (OE.),Ahorro,755741.87,5080,5068
mar-17,ZONAL LOJA,LOJA,LOJA,CATAMAYO (OE.),Corriente,222013.36,66,64
mar-17,ZONAL LOJA,LOJA,LOJA,CATAMAYO (OE.),DPF,302050.99,35,35
mar-17,ZONAL LOJA,LOJA,LOJA,CELICA,Ahorro,3141414.86,6434,6392
mar-17,ZONAL LOJA,LOJA,LOJA,CELICA,Corriente,97011.59,94,93
mar-17,ZONAL LOJA,LOJA,LOJA,CELICA,DPF,361382.87,33,32
mar-17,ZONAL LOJA,LOJA,LOJA,CHAGUARPAMBA (OE),Ahorro,745106.92,2726,2720
mar-17,ZONAL LOJA,LOJA,LOJA,CHAGUARPAMBA (OE),Corriente,24067.55,32,32
mar-17,ZONAL LOJA,LOJA,LOJA,CHAGUARPAMBA (OE),DPF,89250.00,17,17
mar-17,ZONAL LOJA,LOJA,LOJA,GONZANAMA (AG.),Ahorro,1334264.26,5270,5216
mar-17,ZONAL LOJA,LOJA,LOJA,GONZANAMA (AG.),Corriente,114334.90,61,59
mar-17,ZONAL LOJA,LOJA,LOJA,GONZANAMA (AG.),DPF,159109.75,26,22
mar-17,ZONAL LOJA,LOJA,LOJA,LOJA,Ahorro,13274094.81,21050,21000
mar-17,ZONAL LOJA,LOJA,LOJA,LOJA,Corriente,2442801.52,246,243
mar-17,ZONAL LOJA,LOJA,LOJA,LOJA,DPF,1828835.99,45,41
mar-17,ZONAL LOJA,LOJA,LOJA,MACARA,Ahorro,1961711.09,6582,6546
mar-17,ZONAL LOJA,LOJA,LOJA,MACARA,Corriente,106522.89,96,95
mar-17,ZONAL LOJA,LOJA,LOJA,MACARA,DPF,1381708.68,96,88
mar-17,ZONAL LOJA,LOJA,LOJA,OLMEDO,Ahorro,260545.43,773,772
mar-17,ZONAL LOJA,LOJA,LOJA,OLMEDO,Corriente,66396.73,4,4
mar-17,ZONAL LOJA,LOJA,LOJA,OLMEDO,DPF,87106.87,14,13
mar-17,ZONAL LOJA,LOJA,LOJA,PINDAL (OE.),Ahorro,914537.24,2826,2804
mar-17,ZONAL LOJA,LOJA,LOJA,PINDAL (OE.),Corriente,385849.67,48,48
mar-17,ZONAL LOJA,LOJA,LOJA,PINDAL (OE.),DPF,331236.79,17,17
mar-17,ZONAL LOJA,LOJA,LOJA,SARAGURO (AG.),Ahorro,973670.38,4511,4475
mar-17,ZONAL LOJA,LOJA,LOJA,SARAGURO (AG.),Corriente,100404.33,91,82
mar-17,ZONAL LOJA,LOJA,LOJA,SARAGURO (AG.),DPF,238924.42,27,21
mar-17,ZONAL LOJA,LOJA,LOJA,SOZORANGA (AG.),Ahorro,756912.18,1777,1754
mar-17,ZONAL LOJA,LOJA,LOJA,SOZORANGA (AG.),Corriente,31376.79,29,29
mar-17,ZONAL LOJA,LOJA,LOJA,SOZORANGA (AG.),DPF,516733.54,32,25
mar-17,ZONAL LOJA,LOJA,LOJA,ZAPOTILLO,Ahorro,2317803.78,6253,6176
mar-17,ZONAL LOJA,LOJA,LOJA,ZAPOTILLO,Corriente,252434.36,77,74
mar-17,ZONAL LOJA,LOJA,LOJA,ZAPOTILLO,DPF,415062.16,29,29
mar-17,ZONAL LOJA,ZAMORA CHINCHIPE,ZAMORA,EL PANGUI (OE.),Ahorro,231688.86,1314,1310
mar-17,ZONAL LOJA,ZAMORA CHINCHIPE,ZAMORA,EL PANGUI (OE.),Corriente,221592.75,26,26
mar-17,ZONAL LOJA,ZAMORA CHINCHIPE,ZAMORA,EL PANGUI (OE.),DPF,156577.10,24,24
mar-17,ZONAL LOJA,ZAMORA CHINCHIPE,ZAMORA,NANGARITZA (AG.),Ahorro,468158.48,1419,1413
mar-17,ZONAL LOJA,ZAMORA CHINCHIPE,ZAMORA,NANGARITZA (AG.),Corriente,13301.38,18,15
mar-17,ZONAL LOJA,ZAMORA CHINCHIPE,ZAMORA,NANGARITZA (AG.),DPF,84500.00,15,15
mar-17,ZONAL LOJA,ZAMORA CHINCHIPE,ZAMORA,PALANDA (AG.),Ahorro,636435.96,2856,2842
mar-17,ZONAL LOJA,ZAMORA CHINCHIPE,ZAMORA,PALANDA (AG.),Corriente,137756.20,19,19
mar-17,ZONAL LOJA,ZAMORA CHINCHIPE,ZAMORA,PALANDA (AG.),DPF,340740.42,31,28
mar-17,ZONAL LOJA,ZAMORA CHINCHIPE,ZAMORA,YANTZAZA (AG.),Ahorro,1117754.68,6026,6009
mar-17,ZONAL LOJA,ZAMORA CHINCHIPE,ZAMORA,YANTZAZA (AG.),Corriente,43913.14,78,77
mar-17,ZONAL LOJA,ZAMORA CHINCHIPE,ZAMORA,YANTZAZA (AG.),DPF,209227.00,15,13
mar-17,ZONAL LOJA,ZAMORA CHINCHIPE,ZAMORA,ZAMORA,Ahorro,3602304.44,9479,9462
mar-17,ZONAL LOJA,ZAMORA CHINCHIPE,ZAMORA,ZAMORA,Corriente,144406.54,96,95
mar-17,ZONAL LOJA,ZAMORA CHINCHIPE,ZAMORA,ZAMORA,DPF,577386.60,28,24
mar-17,ZONAL LOJA,ZAMORA CHINCHIPE,ZAMORA,ZUMBA (AG.),Ahorro,2338398.24,6436,6428
mar-17,ZONAL LOJA,ZAMORA CHINCHIPE,ZAMORA,ZUMBA (AG.),Corriente,199133.37,65,64
mar-17,ZONAL LOJA,ZAMORA CHINCHIPE,ZAMORA,ZUMBA (AG.),DPF,426102.36,24,21
mar-17,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,BAHIA (AG.),Ahorro,4227780.01,22331,22189
mar-17,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,BAHIA (AG.),Corriente,547468.55,277,276
mar-17,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,BAHIA (AG.),DPF,1092840.00,76,66
mar-17,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,CALCETA,Ahorro,3226165.41,21375,21298
mar-17,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,CALCETA,Corriente,800258.08,164,163
mar-17,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,CALCETA,DPF,402497.99,41,41
mar-17,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,CHONE,Ahorro,7668699.43,30335,30148
mar-17,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,CHONE,Corriente,1738199.46,322,319
mar-17,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,CHONE,DPF,1965706.53,150,140
mar-17,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,EL CARMEN,Ahorro,5293995.94,23325,23181
mar-17,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,EL CARMEN,Corriente,156779.86,212,208
mar-17,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,EL CARMEN,DPF,815281.71,75,71
mar-17,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,FLAVIO ALFARO (AG.),Ahorro,1403942.46,6037,5992
mar-17,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,FLAVIO ALFARO (AG.),Corriente,444305.47,62,62
mar-17,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,FLAVIO ALFARO (AG.),DPF,161711.00,31,30
mar-17,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,JIPIJAPA (AG.),Ahorro,7385176.09,26741,26665
mar-17,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,JIPIJAPA (AG.),Corriente,611639.88,281,280
mar-17,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,JIPIJAPA (AG.),DPF,3312369.88,158,147
mar-17,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,MANTA,Ahorro,4967243.71,34344,34113
mar-17,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,MANTA,Corriente,854273.99,491,474
mar-17,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,MANTA,DPF,1075305.29,69,61
mar-17,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,MONTECRISTI (OE.),Ahorro,967545.66,7173,7135
mar-17,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,MONTECRISTI (OE.),Corriente,67790.16,94,93
mar-17,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,MONTECRISTI (OE.),DPF,320341.06,35,32
mar-17,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,PAJAN (AG.),Ahorro,1333571.21,4478,4435
mar-17,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,PAJAN (AG.),Corriente,61875.11,83,83
mar-17,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,PAJAN (AG.),DPF,362345.11,16,16
mar-17,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,PEDERNALES,Ahorro,2899067.06,15901,15757
mar-17,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,PEDERNALES,Corriente,287924.50,358,356
mar-17,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,PEDERNALES,DPF,138845.23,31,29
mar-17,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,PICHINCHA (OE.),Ahorro,379216.32,1972,1962
mar-17,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,PICHINCHA (OE.),Corriente,4406.03,22,22
mar-17,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,PICHINCHA (OE.),DPF,264315.43,27,21
mar-17,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,PORTOVIEJO,Ahorro,13497614.95,57455,56944
mar-17,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,PORTOVIEJO,Corriente,7218853.15,758,750
mar-17,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,PORTOVIEJO,DPF,6530980.49,230,214
mar-17,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,PUERTO PESQUERO JARAMIJO (AG.,Ahorro,38660.93,140,140
mar-17,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,PUERTO PESQUERO JARAMIJO (AG.,Corriente,7461.59,8,8
mar-17,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,PUERTO PESQUERO JARAMIJO (AG.,DPF,30401.00,3,3
mar-17,ZONAL PORTOVIEJO,PICHINCHA,PORTOVIEJO,ROCAFUERTE,Ahorro,1309449.95,3645,3623
mar-17,ZONAL PORTOVIEJO,PICHINCHA,PORTOVIEJO,ROCAFUERTE,Corriente,166674.72,82,74
mar-17,ZONAL PORTOVIEJO,PICHINCHA,PORTOVIEJO,ROCAFUERTE,DPF,218692.51,17,17
mar-17,ZONAL PORTOVIEJO,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,LA CONCORDIA (OE),Ahorro,1723338.70,13095,13021
mar-17,ZONAL PORTOVIEJO,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,LA CONCORDIA (OE),Corriente,37153.72,102,102
mar-17,ZONAL PORTOVIEJO,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,LA CONCORDIA (OE),DPF,150540.58,16,15
mar-17,ZONAL PORTOVIEJO,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,SANTO DOMINGO,Ahorro,12297881.48,52712,52359
mar-17,ZONAL PORTOVIEJO,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,SANTO DOMINGO,Corriente,801411.02,892,886
mar-17,ZONAL PORTOVIEJO,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,SANTO DOMINGO,DPF,3824526.61,328,300
mar-17,ZONAL QUITO,BOLIVAR,QUITO,S. M. DE LOS BANCOS,Ahorro,1893173.36,9531,9461
mar-17,ZONAL QUITO,BOLIVAR,QUITO,S. M. DE LOS BANCOS,Corriente,330318.23,232,227
mar-17,ZONAL QUITO,BOLIVAR,QUITO,S. M. DE LOS BANCOS,DPF,211883.69,32,31
mar-17,ZONAL QUITO,NAPO,EL TENA,BAEZA,Ahorro,3893728.64,10540,10470
mar-17,ZONAL QUITO,NAPO,EL TENA,BAEZA,Corriente,1770909.47,142,142
mar-17,ZONAL QUITO,NAPO,EL TENA,BAEZA,DPF,704483.00,52,52
mar-17,ZONAL QUITO,NAPO,EL TENA,EL TENA,Ahorro,4677543.11,26488,26433
mar-17,ZONAL QUITO,NAPO,EL TENA,EL TENA,Corriente,427582.74,273,270
mar-17,ZONAL QUITO,NAPO,EL TENA,EL TENA,DPF,512536.21,32,32
mar-17,ZONAL QUITO,ORELLANA,FRANCISCO DE ORELLANA,DAYUMA (OE.),Ahorro,579891.89,4024,4006
mar-17,ZONAL QUITO,ORELLANA,FRANCISCO DE ORELLANA,DAYUMA (OE.),Corriente,5667.85,4,4
mar-17,ZONAL QUITO,ORELLANA,FRANCISCO DE ORELLANA,FCO. DE ORELLANA,Ahorro,6264014.93,25430,25199
mar-17,ZONAL QUITO,ORELLANA,FRANCISCO DE ORELLANA,FCO. DE ORELLANA,Corriente,556160.16,293,292
mar-17,ZONAL QUITO,ORELLANA,FRANCISCO DE ORELLANA,FCO. DE ORELLANA,DPF,970877.39,60,58
mar-17,ZONAL QUITO,ORELLANA,FRANCISCO DE ORELLANA,JOYA DE LOS SACHAS,Ahorro,3212895.28,11423,11370
mar-17,ZONAL QUITO,ORELLANA,FRANCISCO DE ORELLANA,JOYA DE LOS SACHAS,Corriente,103327.24,89,89
mar-17,ZONAL QUITO,ORELLANA,FRANCISCO DE ORELLANA,JOYA DE LOS SACHAS,DPF,451070.00,29,29
mar-17,ZONAL QUITO,ORELLANA,FRANCISCO DE ORELLANA,LORETO,Ahorro,782489.40,4300,4278
mar-17,ZONAL QUITO,ORELLANA,FRANCISCO DE ORELLANA,LORETO,Corriente,42136.93,77,77
mar-17,ZONAL QUITO,ORELLANA,FRANCISCO DE ORELLANA,LORETO,DPF,88008.85,23,23
mar-17,ZONAL QUITO,PICHINCHA,QUITO,CAYAMBE (AG.),Ahorro,3940219.41,15316,15261
mar-17,ZONAL QUITO,PICHINCHA,QUITO,CAYAMBE (AG.),Corriente,703999.78,325,325
mar-17,ZONAL QUITO,PICHINCHA,QUITO,CAYAMBE (AG.),DPF,816751.00,58,56
mar-17,ZONAL QUITO,PICHINCHA,QUITO,MACHACHI,Ahorro,3819738.73,11776,11664
mar-17,ZONAL QUITO,PICHINCHA,QUITO,MACHACHI,Corriente,334713.34,168,167
mar-17,ZONAL QUITO,PICHINCHA,QUITO,MACHACHI,DPF,1292015.11,117,104
mar-17,ZONAL QUITO,PICHINCHA,QUITO,SANGOLQUI (AG.),Ahorro,1219532.42,6285,6268
mar-17,ZONAL QUITO,PICHINCHA,QUITO,SANGOLQUI (AG.),Corriente,442089.85,153,151
mar-17,ZONAL QUITO,PICHINCHA,QUITO,SANGOLQUI (AG.),DPF,603209.85,45,41
mar-17,ZONAL QUITO,PICHINCHA,SUCURSAL MAYOR,QUITO,Ahorro,53588948.11,76469,74998
mar-17,ZONAL QUITO,PICHINCHA,SUCURSAL MAYOR,QUITO,Corriente,28953204.40,1554,1452
mar-17,ZONAL QUITO,PICHINCHA,SUCURSAL MAYOR,QUITO,DPF,10530253.64,492,427
mar-17,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,ALAUSI,Ahorro,2841668.97,10820,10751
mar-17,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,ALAUSI,Corriente,271569.62,57,56
mar-17,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,ALAUSI,DPF,1326611.59,84,68
mar-17,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,CHUNCHI (AG.),Ahorro,3403436.62,5995,5980
mar-17,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,CHUNCHI (AG.),Corriente,47247.40,53,52
mar-17,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,CHUNCHI (AG.),DPF,1743825.29,111,104
mar-17,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,CUMANDA,Ahorro,2407509.74,7834,7712
mar-17,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,CUMANDA,Corriente,527518.47,90,90
mar-17,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,CUMANDA,DPF,707079.15,62,58
mar-17,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,GUANO (AG.),Ahorro,475672.56,4049,4019
mar-17,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,GUANO (AG.),Corriente,48969.57,42,42
mar-17,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,GUANO (AG.),DPF,362001.68,27,25
mar-17,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,MCDO. MAYORISTA DE RIOBAMBA (A,Ahorro,175681.37,663,662
mar-17,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,MCDO. MAYORISTA DE RIOBAMBA (A,Corriente,17155.44,12,12
mar-17,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,MCDO. MAYORISTA DE RIOBAMBA (A,DPF,107616.13,14,14
mar-17,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,PALLATANGA (OE),Ahorro,1183482.03,3622,3600
mar-17,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,PALLATANGA (OE),Corriente,183472.43,75,75
mar-17,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,PALLATANGA (OE),DPF,232316.80,28,27
mar-17,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,RIOBAMBA,Ahorro,10022162.21,40063,39686
mar-17,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,RIOBAMBA,Corriente,2275537.92,381,349
mar-17,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,RIOBAMBA,DPF,2098277.67,163,149
mar-17,ZONAL RIOBAMBA,COTOPAXI,LATACUNGA,CAC. LATACUNGA (OE.),Ahorro,9284.29,190,189
mar-17,ZONAL RIOBAMBA,COTOPAXI,LATACUNGA,CAC. LATACUNGA (OE.),Corriente,82.24,2,2
mar-17,ZONAL RIOBAMBA,COTOPAXI,LATACUNGA,CAC. LATACUNGA (OE.),DPF,44714.84,8,8
mar-17,ZONAL RIOBAMBA,COTOPAXI,LATACUNGA,EL CORAZON (AG.),Ahorro,2469935.02,6968,6931
mar-17,ZONAL RIOBAMBA,COTOPAXI,LATACUNGA,EL CORAZON (AG.),Corriente,97780.88,91,90
mar-17,ZONAL RIOBAMBA,COTOPAXI,LATACUNGA,EL CORAZON (AG.),DPF,512030.09,72,70
mar-17,ZONAL RIOBAMBA,COTOPAXI,LATACUNGA,LA MANA (AG.),Ahorro,3074194.77,15874,15826
mar-17,ZONAL RIOBAMBA,COTOPAXI,LATACUNGA,LA MANA (AG.),Corriente,259698.28,157,157
mar-17,ZONAL RIOBAMBA,COTOPAXI,LATACUNGA,LA MANA (AG.),DPF,518391.00,84,82
mar-17,ZONAL RIOBAMBA,COTOPAXI,LATACUNGA,LATACUNGA,Ahorro,4899556.64,20546,20466
mar-17,ZONAL RIOBAMBA,COTOPAXI,LATACUNGA,LATACUNGA,Corriente,969674.88,288,285
mar-17,ZONAL RIOBAMBA,COTOPAXI,LATACUNGA,LATACUNGA,DPF,2405926.22,139,126
mar-17,ZONAL RIOBAMBA,COTOPAXI,LATACUNGA,SIGCHOS (AG.),Ahorro,795720.12,3230,3224
mar-17,ZONAL RIOBAMBA,COTOPAXI,LATACUNGA,SIGCHOS (AG.),Corriente,98215.10,18,18
mar-17,ZONAL RIOBAMBA,COTOPAXI,LATACUNGA,SIGCHOS (AG.),DPF,194692.14,22,20
mar-17,ZONAL RIOBAMBA,COTOPAXI,LATACUNGA,ZUMBAHUA (OE),Ahorro,240256.31,2796,2762
mar-17,ZONAL RIOBAMBA,COTOPAXI,LATACUNGA,ZUMBAHUA (OE),Corriente,7743.60,4,4
mar-17,ZONAL RIOBAMBA,COTOPAXI,LATACUNGA,ZUMBAHUA (OE),DPF,103070.00,39,36
mar-17,ZONAL RIOBAMBA,PASTAZA,EL PUYO,EL PUYO,Ahorro,5806621.31,22999,22925
mar-17,ZONAL RIOBAMBA,PASTAZA,EL PUYO,EL PUYO,Corriente,1275010.73,359,350
mar-17,ZONAL RIOBAMBA,PASTAZA,EL PUYO,EL PUYO,DPF,364245.52,45,40
