Mes,Zonal,Provincia,Sucursal,Oficina,Tipo de cartera,Saldo de Cartera, No Operaciones , No Clientes ,Cartera Vencida,Cartera por Vencer,Cartera NDI, No Operaciones Vencidas ,Cartera improductiva
jul-16,ZONAL PORTOVIEJO,GUAYAS,PORTOVIEJO,JIPIJAPA (AG.),MICROEMPRESA,10137.69,31,31,0,10137.69,0,     ,0
jul-16,ZONAL PORTOVIEJO,GUAYAS,PORTOVIEJO,MANTA,MICROEMPRESA,1412.98,6,6,0,1412.98,0,     ,0
jul-16,ZONAL PORTOVIEJO,GUAYAS,PORTOVIEJO,MONTECRISTI (OE.),MICROEMPRESA,585.91,2,2,0,585.91,0,     ,0
jul-16,ZONAL PORTOVIEJO,GUAYAS,PORTOVIEJO,PEDERNALES,MICROEMPRESA,1,1,1,1,0,0,     ,1
jul-16,ZONAL PORTOVIEJO,GUAYAS,PORTOVIEJO,PICHINCHA (OE.),MICROEMPRESA,1,1,1,1,0,0,     ,1
jul-16,ZONAL PORTOVIEJO,GUAYAS,PORTOVIEJO,PORTOVIEJO,COMERCIAL REESTRUCTURADO,1,1,1,1,0,0,     ,1
jul-16,ZONAL PORTOVIEJO,GUAYAS,PORTOVIEJO,PORTOVIEJO,MICROEMPRESA,14886.98,15,15,0,14886.98,0,     ,0
jul-16,ZONAL PORTOVIEJO,GUAYAS,PORTOVIEJO,PORTOVIEJO,MICROEMPRESA REESTRUCTURADA,5256.91,1,1,0,5256.91,0,     ,0
jul-16,ZONAL PORTOVIEJO,GUAYAS,PORTOVIEJO,ROCAFUERTE,MICROEMPRESA,34000,3,3,0,34000,0,     ,0
jul-16,ZONAL PORTOVIEJO,GUAYAS,SANTO DOMINGO,LA CONCORDIA (OE),MICROEMPRESA,246.07,1,1,0,246.07,0,     ,0
jul-16,ZONAL PORTOVIEJO,GUAYAS,SANTO DOMINGO,SANTO DOMINGO,MICROEMPRESA,2049.96,6,6,0,2049.96,0,     ,0
jul-16,ZONAL PORTOVIEJO,LOJA,SANTO DOMINGO,SANTO DOMINGO,MICROEMPRESA,439.41,1,1,0,439.41,0,     ,0
jul-16,ZONAL PORTOVIEJO,LOS RIOS,PORTOVIEJO,CALCETA,MICROEMPRESA,3890.34,4,4,0,3890.34,0,     ,0
jul-16,ZONAL PORTOVIEJO,LOS RIOS,PORTOVIEJO,CHONE,MICROEMPRESA,439.9,1,1,0,439.9,0,     ,0
jul-16,ZONAL PORTOVIEJO,LOS RIOS,PORTOVIEJO,EL CARMEN,MICROEMPRESA,6964.38,12,12,0,6964.38,0,     ,0
jul-16,ZONAL PORTOVIEJO,LOS RIOS,PORTOVIEJO,JIPIJAPA (AG.),MICROEMPRESA,580.96,1,1,0,580.96,0,     ,0
jul-16,ZONAL PORTOVIEJO,LOS RIOS,PORTOVIEJO,MANTA,MICROEMPRESA,488.91,2,2,0,488.91,0,     ,0
jul-16,ZONAL PORTOVIEJO,LOS RIOS,PORTOVIEJO,MONTECRISTI (OE.),MICROEMPRESA,537.75,2,2,0,537.75,0,     ,0
jul-16,ZONAL PORTOVIEJO,LOS RIOS,PORTOVIEJO,PEDERNALES,MICROEMPRESA,341.96,1,1,0,341.96,0,     ,0
jul-16,ZONAL PORTOVIEJO,LOS RIOS,PORTOVIEJO,PORTOVIEJO,MICROEMPRESA,1742.88,3,3,0,1742.88,0,     ,0
jul-16,ZONAL PORTOVIEJO,LOS RIOS,SANTO DOMINGO,SANTO DOMINGO,COMERCIAL,1,1,1,1,0,0,     ,1
jul-16,ZONAL PORTOVIEJO,LOS RIOS,SANTO DOMINGO,SANTO DOMINGO,MICROEMPRESA,17706.8,57,57,0,17706.8,0,     ,0
jul-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,BAHIA (AG.),COMERCIAL,665630.97,186,182,22713.49,509054.67,133862.81,     ,156576.3
jul-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,BAHIA (AG.),COMERCIAL REESTRUCTURADO,32,32,31,32,0,0,     ,32
jul-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,BAHIA (AG.),CONSUMO,202.88,3,3,202.88,0,0,2,202.88
jul-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,BAHIA (AG.),CONSUMO REESTRUCTURADO,1,1,1,1,0,0,     ,1
jul-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,BAHIA (AG.),MICROEMPRESA,9592210.1,3250,3158,143211.82,9145555.2,303443.08,44,446654.9
jul-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,BAHIA (AG.),MICROEMPRESA REESTRUCTURADA,62264.69,50,44,4880.76,56239.43,1144.5,3,6025.26
jul-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,CALCETA,COMERCIAL,763364.25,65,60,2173.86,752618.97,8571.42,     ,10745.28
jul-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,CALCETA,COMERCIAL REESTRUCTURADO,27955.32,20,20,16,27939.32,0,     ,16
jul-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,CALCETA,CONSUMO,6249.94,1,1,0,6249.94,0,     ,0
jul-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,CALCETA,MICROEMPRESA,9588085.5,4097,4030,159524.75,9165239.65,263321.1,52,422845.85
jul-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,CALCETA,MICROEMPRESA REESTRUCTURADA,281579.77,114,112,4149.95,274607.97,2821.85,3,6971.8
jul-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,CHONE,COMERCIAL,4850554.33,212,203,32121.82,4668528.77,149903.74,     ,182025.56
jul-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,CHONE,COMERCIAL REESTRUCTURADO,421415.39,36,35,24,421391.39,0,     ,24
jul-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,CHONE,MICROEMPRESA,17099806.28,5146,4988,181265.14,16524655.11,393886.03,47,575151.17
jul-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,CHONE,MICROEMPRESA REESTRUCTURADA,481057.83,158,146,3799.31,461169.5,16089.02,3,19888.33
jul-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,EL CARMEN,COMERCIAL,4006166.9,143,129,24740.16,3890426.79,90999.95,1,115740.11
jul-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,EL CARMEN,COMERCIAL REESTRUCTURADO,207847.58,8,8,1,207846.58,0,     ,1
jul-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,EL CARMEN,CONSUMO,725.05,1,1,0,725.05,0,     ,0
jul-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,EL CARMEN,MICROEMPRESA,14320206.61,3662,3554,119333.76,13975726.92,225145.93,35,344479.69
jul-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,EL CARMEN,MICROEMPRESA REESTRUCTURADA,432513.83,123,123,5978.17,419989.83,6545.83,2,12524
jul-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,FLAVIO ALFARO (AG.),COMERCIAL,4,4,4,4,0,0,     ,4
jul-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,FLAVIO ALFARO (AG.),MICROEMPRESA,1823785.7,385,382,18497.77,1761708.05,43579.88,7,62077.65
jul-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,JIPIJAPA (AG.),COMERCIAL,937118.97,50,47,9685.69,914766.64,12666.64,1,22352.33
jul-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,JIPIJAPA (AG.),COMERCIAL REESTRUCTURADO,12,12,12,12,0,0,     ,12
jul-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,JIPIJAPA (AG.),CONSUMO,15604,10,10,4,15600,0,     ,4
jul-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,JIPIJAPA (AG.),CONSUMO REESTRUCTURADO,3135.25,8,8,6,3129.25,0,     ,6
jul-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,JIPIJAPA (AG.),MICROEMPRESA,7887043.61,3964,3875,123008.45,7342996.95,421038.21,34,544046.66
jul-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,JIPIJAPA (AG.),MICROEMPRESA REESTRUCTURADA,147848.95,90,90,23,147825.95,0,     ,23
jul-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,MANTA,COMERCIAL,2230827.26,243,230,88811.11,1901762.15,240254,4,329065.11
jul-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,MANTA,COMERCIAL REESTRUCTURADO,80323.81,53,52,46,80277.81,0,     ,46
jul-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,MANTA,CONSUMO,60605.49,22,22,710.15,59520.34,375,1,1085.15
jul-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,MANTA,CONSUMO REESTRUCTURADO,581.08,1,1,0,581.08,0,     ,0
jul-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,MANTA,MICROEMPRESA,13837685.63,4627,4430,266805.9,12773006.85,797872.88,71,1064678.78
jul-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,MANTA,MICROEMPRESA REESTRUCTURADA,212820.67,109,109,2455.25,204978.42,5387,1,7842.25
jul-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,MONTECRISTI (OE.),COMERCIAL,1,1,1,1,0,0,     ,1
jul-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,MONTECRISTI (OE.),MICROEMPRESA,811037.58,773,773,20582.49,717916.96,72538.13,8,93120.62
jul-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,MONTECRISTI (OE.),MICROEMPRESA REESTRUCTURADA,728,6,6,5,723,0,     ,5
jul-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,PAJAN (AG.),MICROEMPRESA,1406032.14,444,414,46522.62,1300111.61,59397.91,16,105920.53
jul-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,PAJAN (AG.),MICROEMPRESA REESTRUCTURADA,26889.71,11,11,1,26888.71,0,     ,1
jul-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,PEDERNALES,COMERCIAL,10207696.87,161,149,379337.29,6301970.78,3526388.8,4,3905726.09
jul-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,PEDERNALES,COMERCIAL REESTRUCTURADO,61508,10,10,8,61500,0,     ,8
jul-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,PEDERNALES,MICROEMPRESA,12298836.87,2815,2728,197486.37,11481163.61,620186.89,35,817673.26
jul-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,PEDERNALES,MICROEMPRESA REESTRUCTURADA,145689.22,51,51,240.64,145448.58,0,1,240.64
jul-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,PICHINCHA (OE.),MICROEMPRESA,991562.45,228,224,6277.87,958634.59,26649.99,     ,32927.86
jul-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,PICHINCHA (OE.),MICROEMPRESA REESTRUCTURADA,16722.2,5,5,0,16722.2,0,     ,0
jul-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,PORTOVIEJO,COMERCIAL,3427533.69,304,295,99236.08,2683141.96,645155.65,2,744391.73
jul-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,PORTOVIEJO,COMERCIAL REESTRUCTURADO,146685.8,101,101,80,146605.8,0,     ,80
jul-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,PORTOVIEJO,MICROEMPRESA,13926425.23,5715,5666,260302.43,13124595.21,541527.59,44,801830.02
jul-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,PORTOVIEJO,MICROEMPRESA REESTRUCTURADA,567432.19,189,188,11292.99,556139.2,0,4,11292.99
jul-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,ROCAFUERTE,COMERCIAL,20000,1,1,0,20000,0,     ,0
jul-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,ROCAFUERTE,MICROEMPRESA,1936548.57,395,388,23285.55,1886054.69,27208.33,9,50493.88
jul-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,ROCAFUERTE,MICROEMPRESA REESTRUCTURADA,82744.56,22,22,28665.85,54078.71,0,3,28665.85
jul-16,ZONAL PORTOVIEJO,MANABI,SANTO DOMINGO,LA CONCORDIA (OE),MICROEMPRESA,6166.18,58,58,0,6166.18,0,     ,0
jul-16,ZONAL PORTOVIEJO,MANABI,SANTO DOMINGO,SANTO DOMINGO,COMERCIAL,39900,1,1,0,39900,0,     ,0
jul-16,ZONAL PORTOVIEJO,MANABI,SANTO DOMINGO,SANTO DOMINGO,MICROEMPRESA,78167.24,242,242,2,78165.24,0,     ,2
jul-16,ZONAL PORTOVIEJO,MORONA SANTIAGO,PORTOVIEJO,JIPIJAPA (AG.),MICROEMPRESA,343.66,1,1,0,343.66,0,     ,0
jul-16,ZONAL PORTOVIEJO,ORELLANA,PORTOVIEJO,CALCETA,MICROEMPRESA,5000,1,1,0,5000,0,     ,0
jul-16,ZONAL PORTOVIEJO,ORELLANA,PORTOVIEJO,CHONE,MICROEMPRESA,587.4,2,2,0,587.4,0,     ,0
jul-16,ZONAL PORTOVIEJO,ORELLANA,PORTOVIEJO,EL CARMEN,MICROEMPRESA,389.91,1,1,0,389.91,0,     ,0
jul-16,ZONAL PORTOVIEJO,ORELLANA,SANTO DOMINGO,SANTO DOMINGO,MICROEMPRESA,391.64,1,1,0,391.64,0,     ,0
jul-16,ZONAL PORTOVIEJO,PASTAZA,SANTO DOMINGO,SANTO DOMINGO,MICROEMPRESA,148.27,1,1,0,148.27,0,     ,0
jul-16,ZONAL PORTOVIEJO,PICHINCHA,PORTOVIEJO,BAHIA (AG.),COMERCIAL,32000,1,1,0,32000,0,     ,0
jul-16,ZONAL PORTOVIEJO,PICHINCHA,PORTOVIEJO,CALCETA,MICROEMPRESA,4580.93,3,3,500,1580.93,2500,     ,3000
jul-16,ZONAL PORTOVIEJO,PICHINCHA,PORTOVIEJO,CHONE,MICROEMPRESA,1511.05,4,4,0,1511.05,0,     ,0
jul-16,ZONAL PORTOVIEJO,PICHINCHA,PORTOVIEJO,CHONE,MICROEMPRESA REESTRUCTURADA,2375,1,1,0,2375,0,     ,0
jul-16,ZONAL PORTOVIEJO,PICHINCHA,PORTOVIEJO,EL CARMEN,MICROEMPRESA,6324.78,8,8,0,6324.78,0,     ,0
jul-16,ZONAL PORTOVIEJO,PICHINCHA,PORTOVIEJO,MANTA,COMERCIAL,1,1,1,1,0,0,     ,1
jul-16,ZONAL PORTOVIEJO,PICHINCHA,PORTOVIEJO,MONTECRISTI (OE.),MICROEMPRESA,1108.01,1,1,0,1108.01,0,     ,0
jul-16,ZONAL PORTOVIEJO,PICHINCHA,PORTOVIEJO,PEDERNALES,MICROEMPRESA,438.2,1,1,0,438.2,0,     ,0
jul-16,ZONAL PORTOVIEJO,PICHINCHA,PORTOVIEJO,PORTOVIEJO,MICROEMPRESA,1075.85,3,3,0,1075.85,0,     ,0
jul-16,ZONAL PORTOVIEJO,PICHINCHA,SANTO DOMINGO,LA CONCORDIA (OE),MICROEMPRESA,3536.8,6,6,1,3535.8,0,     ,1
jul-16,ZONAL PORTOVIEJO,PICHINCHA,SANTO DOMINGO,SANTO DOMINGO,COMERCIAL,121188.29,7,6,2,121186.29,0,     ,2
jul-16,ZONAL PORTOVIEJO,PICHINCHA,SANTO DOMINGO,SANTO DOMINGO,MICROEMPRESA,42750.94,28,26,2,42748.94,0,     ,2
jul-16,ZONAL PORTOVIEJO,SANTA ELENA,PORTOVIEJO,JIPIJAPA (AG.),MICROEMPRESA,730.98,2,2,0,730.98,0,     ,0
jul-16,ZONAL PORTOVIEJO,SANTA ELENA,PORTOVIEJO,MANTA,MICROEMPRESA,394.11,2,2,0,394.11,0,     ,0
jul-16,ZONAL PORTOVIEJO,SANTO DOMINGO DE LOS TSACHILAS,PORTOVIEJO,BAHIA (AG.),MICROEMPRESA,979.07,4,4,0,979.07,0,     ,0
jul-16,ZONAL PORTOVIEJO,SANTO DOMINGO DE LOS TSACHILAS,PORTOVIEJO,CALCETA,MICROEMPRESA,525.68,1,1,0,525.68,0,     ,0
jul-16,ZONAL PORTOVIEJO,SANTO DOMINGO DE LOS TSACHILAS,PORTOVIEJO,CHONE,COMERCIAL REESTRUCTURADO,3383.31,1,1,0,3383.31,0,     ,0
jul-16,ZONAL PORTOVIEJO,SANTO DOMINGO DE LOS TSACHILAS,PORTOVIEJO,CHONE,MICROEMPRESA,10758.76,10,10,0,10758.76,0,     ,0
jul-16,ZONAL PORTOVIEJO,SANTO DOMINGO DE LOS TSACHILAS,PORTOVIEJO,EL CARMEN,MICROEMPRESA,58417.3,52,52,0,58417.3,0,     ,0
jul-16,ZONAL PORTOVIEJO,SANTO DOMINGO DE LOS TSACHILAS,PORTOVIEJO,MANTA,MICROEMPRESA,1125.56,4,4,0,1125.56,0,     ,0
jul-16,ZONAL PORTOVIEJO,SANTO DOMINGO DE LOS TSACHILAS,PORTOVIEJO,PEDERNALES,COMERCIAL,1,1,1,1,0,0,     ,1
jul-16,ZONAL PORTOVIEJO,SANTO DOMINGO DE LOS TSACHILAS,PORTOVIEJO,PEDERNALES,MICROEMPRESA,976.4,4,4,0,976.4,0,     ,0
jul-16,ZONAL PORTOVIEJO,SANTO DOMINGO DE LOS TSACHILAS,PORTOVIEJO,PORTOVIEJO,MICROEMPRESA,439.9,1,1,0,439.9,0,     ,0
jul-16,ZONAL PORTOVIEJO,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,LA CONCORDIA (OE),COMERCIAL,11682.7,17,17,16,11666.7,0,     ,16
jul-16,ZONAL PORTOVIEJO,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,LA CONCORDIA (OE),MICROEMPRESA,2167777.31,914,897,28483,1908645.06,230649.25,2,259132.25
jul-16,ZONAL PORTOVIEJO,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,LA CONCORDIA (OE),MICROEMPRESA REESTRUCTURADA,8437.5,1,1,0,0,8437.5,     ,8437.5
jul-16,ZONAL PORTOVIEJO,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,SANTO DOMINGO,COMERCIAL,5727077.66,312,297,69588.45,5107911.19,549578.02,2,619166.47
jul-16,ZONAL PORTOVIEJO,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,SANTO DOMINGO,COMERCIAL REESTRUCTURADO,80576.56,8,8,6,80570.56,0,     ,6
jul-16,ZONAL PORTOVIEJO,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,SANTO DOMINGO,CONSUMO,2,2,2,2,0,0,     ,2
jul-16,ZONAL PORTOVIEJO,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,SANTO DOMINGO,MICROEMPRESA,17791957.74,6081,5943,218800.67,16442794.03,1130363.04,30,1349163.71
jul-16,ZONAL PORTOVIEJO,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,SANTO DOMINGO,MICROEMPRESA REESTRUCTURADA,123197.58,15,15,2,123195.58,0,     ,2
jul-16,ZONAL PORTOVIEJO,SUCUMBIOS,PORTOVIEJO,PORTOVIEJO,COMERCIAL,5,5,5,5,0,0,     ,5
jul-16,ZONAL PORTOVIEJO,SUCUMBIOS,PORTOVIEJO,PORTOVIEJO,COMERCIAL REESTRUCTURADO,1,1,1,1,0,0,     ,1
jul-16,ZONAL PORTOVIEJO,SUCUMBIOS,SANTO DOMINGO,LA CONCORDIA (OE),MICROEMPRESA,391.24,1,1,0,391.24,0,     ,0
jul-16,ZONAL PORTOVIEJO,SUCUMBIOS,SANTO DOMINGO,SANTO DOMINGO,MICROEMPRESA,1015.78,2,2,0,1015.78,0,     ,0
jul-16,ZONAL PORTOVIEJO,TUNGURAHUA,PORTOVIEJO,PORTOVIEJO,MICROEMPRESA,626.64,1,1,0,626.64,0,     ,0
jul-16,ZONAL PORTOVIEJO,TUNGURAHUA,PORTOVIEJO,PORTOVIEJO,MICROEMPRESA REESTRUCTURADA,1,1,1,1,0,0,     ,1
jul-16,ZONAL QUITO,AZUAY,SUCURSAL MAYOR,QUITO,MICROEMPRESA,390.1,1,1,0,390.1,0,     ,0
jul-16,ZONAL QUITO,BOLIVAR,QUITO,S. M. DE LOS BANCOS,MICROEMPRESA,48.93,1,1,0,48.93,0,     ,0
jul-16,ZONAL QUITO,BOLIVAR,SUCURSAL MAYOR,QUITO,MICROEMPRESA,826.94,2,2,0,826.94,0,     ,0
jul-16,ZONAL QUITO,CARCHI,QUITO,CAYAMBE (AG.),MICROEMPRESA,923,2,2,0,923,0,     ,0
jul-16,ZONAL QUITO,CHIMBORAZO,EL TENA,EL TENA,MICROEMPRESA,12000,1,1,0,12000,0,     ,0
jul-16,ZONAL QUITO,CHIMBORAZO,QUITO,MACHACHI,MICROEMPRESA,3154.77,8,8,0,3154.77,0,     ,0
jul-16,ZONAL QUITO,CHIMBORAZO,SUCURSAL MAYOR,QUITO,MICROEMPRESA,4285.61,11,11,0,4285.61,0,     ,0
jul-16,ZONAL QUITO,COTOPAXI,QUITO,MACHACHI,COMERCIAL,11250,1,1,0,11250,0,     ,0
jul-16,ZONAL QUITO,COTOPAXI,QUITO,MACHACHI,MICROEMPRESA,17552.62,6,6,0,17552.62,0,     ,0
jul-16,ZONAL QUITO,COTOPAXI,QUITO,MACHACHI,MICROEMPRESA REESTRUCTURADA,17026.88,1,1,0,17026.88,0,     ,0
jul-16,ZONAL QUITO,COTOPAXI,QUITO,SANGOLQUI (AG.),MICROEMPRESA,98.39,1,1,0,98.39,0,     ,0
jul-16,ZONAL QUITO,COTOPAXI,SUCURSAL MAYOR,QUITO,MICROEMPRESA,1757.03,3,3,0,1757.03,0,     ,0
jul-16,ZONAL QUITO,ESMERALDAS,FRANCISCO DE ORELLANA,FCO. DE ORELLANA,MICROEMPRESA,49.42,1,1,0,49.42,0,     ,0
jul-16,ZONAL QUITO,ESMERALDAS,QUITO,CAYAMBE (AG.),MICROEMPRESA,1799.17,5,5,0,1799.17,0,     ,0
jul-16,ZONAL QUITO,ESMERALDAS,QUITO,MACHACHI,MICROEMPRESA,195.23,1,1,0,195.23,0,     ,0
jul-16,ZONAL QUITO,ESMERALDAS,QUITO,S. M. DE LOS BANCOS,COMERCIAL,34447.87,1,1,0,34447.87,0,     ,0
jul-16,ZONAL QUITO,ESMERALDAS,QUITO,S. M. DE LOS BANCOS,MICROEMPRESA,185321.48,32,31,3023.51,155194.99,27102.98,     ,30126.49
jul-16,ZONAL QUITO,ESMERALDAS,QUITO,SANGOLQUI (AG.),MICROEMPRESA,48.85,1,1,0,48.85,0,     ,0
jul-16,ZONAL QUITO,ESMERALDAS,SUCURSAL MAYOR,QUITO,MICROEMPRESA,1891.73,6,6,0,1891.73,0,     ,0
jul-16,ZONAL QUITO,GUAYAS,QUITO,SANGOLQUI (AG.),MICROEMPRESA,1076.78,3,3,0,1076.78,0,     ,0
jul-16,ZONAL QUITO,GUAYAS,SUCURSAL MAYOR,QUITO,MICROEMPRESA,1851.71,9,9,0,1851.71,0,     ,0
jul-16,ZONAL QUITO,IMBABURA,QUITO,CAYAMBE (AG.),MICROEMPRESA,2041.31,6,6,98.12,1795.64,147.55,     ,245.67
jul-16,ZONAL QUITO,IMBABURA,QUITO,S. M. DE LOS BANCOS,COMERCIAL,211221.73,10,7,3,211218.73,0,     ,3
jul-16,ZONAL QUITO,IMBABURA,QUITO,S. M. DE LOS BANCOS,MICROEMPRESA,186116.03,32,31,2500,176116.03,7500,     ,10000
jul-16,ZONAL QUITO,IMBABURA,SUCURSAL MAYOR,QUITO,COMERCIAL,15505.86,1,1,5205.86,0,10300,     ,15505.86
jul-16,ZONAL QUITO,IMBABURA,SUCURSAL MAYOR,QUITO,MICROEMPRESA,172451.1,18,18,10178.55,162272.55,0,1,10178.55
jul-16,ZONAL QUITO,LOJA,QUITO,CAYAMBE (AG.),MICROEMPRESA,440.06,1,1,0,440.06,0,     ,0
jul-16,ZONAL QUITO,LOJA,QUITO,MACHACHI,MICROEMPRESA,343.09,1,1,0,343.09,0,     ,0
jul-16,ZONAL QUITO,LOJA,QUITO,S. M. DE LOS BANCOS,MICROEMPRESA,48.85,1,1,0,48.85,0,     ,0
jul-16,ZONAL QUITO,LOJA,QUITO,SANGOLQUI (AG.),MICROEMPRESA,292.78,1,1,0,292.78,0,     ,0
jul-16,ZONAL QUITO,LOJA,SUCURSAL MAYOR,QUITO,MICROEMPRESA,1368.34,5,5,0,1368.34,0,     ,0
jul-16,ZONAL QUITO,LOS RIOS,FRANCISCO DE ORELLANA,JOYA DE LOS SACHAS,MICROEMPRESA,342.6,1,1,0,342.6,0,     ,0
jul-16,ZONAL QUITO,LOS RIOS,QUITO,SANGOLQUI (AG.),MICROEMPRESA,771.91,1,1,0,771.91,0,     ,0
jul-16,ZONAL QUITO,LOS RIOS,SUCURSAL MAYOR,QUITO,MICROEMPRESA,1958.18,8,8,0,1958.18,0,     ,0
jul-16,ZONAL QUITO,MANABI,QUITO,CAYAMBE (AG.),MICROEMPRESA,245.98,1,1,0,245.98,0,     ,0
jul-16,ZONAL QUITO,MANABI,QUITO,S. M. DE LOS BANCOS,MICROEMPRESA,3952,6,6,0,3952,0,     ,0
jul-16,ZONAL QUITO,MANABI,QUITO,SANGOLQUI (AG.),MICROEMPRESA,98.71,1,1,0,98.71,0,     ,0
jul-16,ZONAL QUITO,MANABI,SUCURSAL MAYOR,QUITO,COMERCIAL REESTRUCTURADO,1,1,1,1,0,0,     ,1
jul-16,ZONAL QUITO,MANABI,SUCURSAL MAYOR,QUITO,MICROEMPRESA,5124.18,16,16,0,5124.18,0,     ,0
jul-16,ZONAL QUITO,MORONA SANTIAGO,QUITO,CAYAMBE (AG.),MICROEMPRESA,1133.99,1,1,0,1133.99,0,     ,0
jul-16,ZONAL QUITO,MORONA SANTIAGO,QUITO,S. M. DE LOS BANCOS,MICROEMPRESA,438.28,1,1,0,438.28,0,     ,0
jul-16,ZONAL QUITO,MORONA SANTIAGO,SUCURSAL MAYOR,QUITO,MICROEMPRESA,292.86,1,1,0,292.86,0,     ,0
jul-16,ZONAL QUITO,NAPO,EL TENA,BAEZA,COMERCIAL,565234.96,37,36,7207.48,535436.56,22590.92,1,29798.4
jul-16,ZONAL QUITO,NAPO,EL TENA,BAEZA,COMERCIAL REESTRUCTURADO,52471.45,7,7,3,52468.45,0,     ,3
jul-16,ZONAL QUITO,NAPO,EL TENA,BAEZA,CONSUMO,24940.04,8,8,79.74,24860.3,0,1,79.74
jul-16,ZONAL QUITO,NAPO,EL TENA,BAEZA,MICROEMPRESA,8925404.16,2302,2126,227747.95,7873702.18,823954.03,32,1051701.98
jul-16,ZONAL QUITO,NAPO,EL TENA,BAEZA,MICROEMPRESA REESTRUCTURADA,205205.96,36,35,2520.56,192935.3,9750.1,1,12270.66
jul-16,ZONAL QUITO,NAPO,EL TENA,EL TENA,COMERCIAL,588099.43,35,33,2672.67,568426.78,16999.98,     ,19672.65
jul-16,ZONAL QUITO,NAPO,EL TENA,EL TENA,CONSUMO,83283.56,20,20,88.77,77083.71,6111.08,     ,6199.85
jul-16,ZONAL QUITO,NAPO,EL TENA,EL TENA,MICROEMPRESA,9068228.8,4064,3917,222926.43,7780057.58,1065244.79,19,1288171.22
jul-16,ZONAL QUITO,NAPO,EL TENA,EL TENA,MICROEMPRESA REESTRUCTURADA,49371.55,22,22,1541.72,22145.96,25683.87,1,27225.59
